id	category	recipe	ingredient	step
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:0	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	0
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:0	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	0
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:0	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	0
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:0	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	0
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:0	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	0
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	1
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	1
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	1
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	1
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	1
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	1
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	1
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	1
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	1
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	1
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	1
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	1
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:1	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	1
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	2
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	2
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	2
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	2
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	2
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	2
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	2
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	2
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	2
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	2
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	2
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	2
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:2	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	2
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	3
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	3
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	3
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	3
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	3
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	3
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	3
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	3
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	3
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	3
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	3
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	3
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:3	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	3
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	4
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	4
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	4
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	4
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	4
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	4
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	4
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	4
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	4
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	4
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	4
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	4
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:4	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	4
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	5
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	5
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	5
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	5
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	5
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	5
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	5
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	5
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	5
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	5
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	5
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	5
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:5	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	5
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	6
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	6
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	6
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	6
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	6
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	6
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	6
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	6
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	6
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	6
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	6
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	6
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:6	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	6
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	7
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	7
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	7
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	7
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	7
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	7
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	7
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	7
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	7
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	7
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	7
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	7
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:7	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	7
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	8
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	8
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	8
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	8
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	8
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	8
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	8
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	8
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	8
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	8
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	8
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	8
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:8	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	8
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	9
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	9
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	9
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	9
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	9
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	9
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	9
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	9
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	9
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	9
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	9
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	9
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:9	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	9
giant-cupcake-family-giant-normal-and-mini-cupcake:butter:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	butter	10
giant-cupcake-family-giant-normal-and-mini-cupcake:flour:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	flour	10
giant-cupcake-family-giant-normal-and-mini-cupcake:oil:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	oil	10
giant-cupcake-family-giant-normal-and-mini-cupcake:milk:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	milk	10
giant-cupcake-family-giant-normal-and-mini-cupcake:eggs:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	eggs	10
giant-cupcake-family-giant-normal-and-mini-cupcake:batter:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	batter	10
giant-cupcake-family-giant-normal-and-mini-cupcake:baking_powder:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	baking_powder	10
giant-cupcake-family-giant-normal-and-mini-cupcake:unsalted_butter:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	unsalted_butter	10
giant-cupcake-family-giant-normal-and-mini-cupcake:cake_batter:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	cake_batter	10
giant-cupcake-family-giant-normal-and-mini-cupcake:caster_sugar:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	caster_sugar	10
giant-cupcake-family-giant-normal-and-mini-cupcake:plain_flour:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	plain_flour	10
giant-cupcake-family-giant-normal-and-mini-cupcake:essence:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	essence	10
giant-cupcake-family-giant-normal-and-mini-cupcake:vanilla_bean_paste:10	cake	giant-cupcake-family-giant-normal-and-mini-cupcake	vanilla_bean_paste	10
nitro-cold-brew-coconut-coffee:cream:0	beverages	nitro-cold-brew-coconut-coffee	cream	0
nitro-cold-brew-coconut-coffee:coffee:0	beverages	nitro-cold-brew-coconut-coffee	coffee	0
nitro-cold-brew-coconut-coffee:cinnamon_stick:0	beverages	nitro-cold-brew-coconut-coffee	cinnamon_stick	0
nitro-cold-brew-coconut-coffee:brewed_coffee:0	beverages	nitro-cold-brew-coconut-coffee	brewed_coffee	0
nitro-cold-brew-coconut-coffee:cream:1	beverages	nitro-cold-brew-coconut-coffee	cream	1
nitro-cold-brew-coconut-coffee:coffee:1	beverages	nitro-cold-brew-coconut-coffee	coffee	1
nitro-cold-brew-coconut-coffee:cinnamon_stick:1	beverages	nitro-cold-brew-coconut-coffee	cinnamon_stick	1
nitro-cold-brew-coconut-coffee:brewed_coffee:1	beverages	nitro-cold-brew-coconut-coffee	brewed_coffee	1
nitro-cold-brew-coconut-coffee:cream:2	beverages	nitro-cold-brew-coconut-coffee	cream	2
nitro-cold-brew-coconut-coffee:coffee:2	beverages	nitro-cold-brew-coconut-coffee	coffee	2
nitro-cold-brew-coconut-coffee:cinnamon_stick:2	beverages	nitro-cold-brew-coconut-coffee	cinnamon_stick	2
nitro-cold-brew-coconut-coffee:brewed_coffee:2	beverages	nitro-cold-brew-coconut-coffee	brewed_coffee	2
nitro-cold-brew-coconut-coffee:cream:3	beverages	nitro-cold-brew-coconut-coffee	cream	3
nitro-cold-brew-coconut-coffee:coffee:3	beverages	nitro-cold-brew-coconut-coffee	coffee	3
nitro-cold-brew-coconut-coffee:cinnamon_stick:3	beverages	nitro-cold-brew-coconut-coffee	cinnamon_stick	3
nitro-cold-brew-coconut-coffee:brewed_coffee:3	beverages	nitro-cold-brew-coconut-coffee	brewed_coffee	3
nitro-cold-brew-coconut-coffee:cream:4	beverages	nitro-cold-brew-coconut-coffee	cream	4
nitro-cold-brew-coconut-coffee:coffee:4	beverages	nitro-cold-brew-coconut-coffee	coffee	4
nitro-cold-brew-coconut-coffee:cinnamon_stick:4	beverages	nitro-cold-brew-coconut-coffee	cinnamon_stick	4
nitro-cold-brew-coconut-coffee:brewed_coffee:4	beverages	nitro-cold-brew-coconut-coffee	brewed_coffee	4
pineapple-lump-xmas-cake:chocolate:0	cake	pineapple-lump-xmas-cake	chocolate	0
pineapple-lump-xmas-cake:cake:0	cake	pineapple-lump-xmas-cake	cake	0
pineapple-lump-xmas-cake:hot_water:0	cake	pineapple-lump-xmas-cake	hot_water	0
pineapple-lump-xmas-cake:chocolate:1	cake	pineapple-lump-xmas-cake	chocolate	1
pineapple-lump-xmas-cake:cake:1	cake	pineapple-lump-xmas-cake	cake	1
pineapple-lump-xmas-cake:hot_water:1	cake	pineapple-lump-xmas-cake	hot_water	1
pineapple-lump-xmas-cake:chocolate:2	cake	pineapple-lump-xmas-cake	chocolate	2
pineapple-lump-xmas-cake:cake:2	cake	pineapple-lump-xmas-cake	cake	2
pineapple-lump-xmas-cake:hot_water:2	cake	pineapple-lump-xmas-cake	hot_water	2
pineapple-lump-xmas-cake:chocolate:3	cake	pineapple-lump-xmas-cake	chocolate	3
pineapple-lump-xmas-cake:cake:3	cake	pineapple-lump-xmas-cake	cake	3
pineapple-lump-xmas-cake:hot_water:3	cake	pineapple-lump-xmas-cake	hot_water	3
pineapple-lump-xmas-cake:chocolate:4	cake	pineapple-lump-xmas-cake	chocolate	4
pineapple-lump-xmas-cake:cake:4	cake	pineapple-lump-xmas-cake	cake	4
pineapple-lump-xmas-cake:hot_water:4	cake	pineapple-lump-xmas-cake	hot_water	4
save-time-and-money-on-100s-of-recipes:water:0	main-course	save-time-and-money-on-100s-of-recipes	water	0
save-time-and-money-on-100s-of-recipes:butter:0	main-course	save-time-and-money-on-100s-of-recipes	butter	0
save-time-and-money-on-100s-of-recipes:cheese:0	main-course	save-time-and-money-on-100s-of-recipes	cheese	0
save-time-and-money-on-100s-of-recipes:garlic:0	main-course	save-time-and-money-on-100s-of-recipes	garlic	0
save-time-and-money-on-100s-of-recipes:onions:0	main-course	save-time-and-money-on-100s-of-recipes	onions	0
save-time-and-money-on-100s-of-recipes:tomatoes:0	main-course	save-time-and-money-on-100s-of-recipes	tomatoes	0
save-time-and-money-on-100s-of-recipes:boiling_water:0	main-course	save-time-and-money-on-100s-of-recipes	boiling_water	0
save-time-and-money-on-100s-of-recipes:veggies:0	main-course	save-time-and-money-on-100s-of-recipes	veggies	0
save-time-and-money-on-100s-of-recipes:pasta:0	main-course	save-time-and-money-on-100s-of-recipes	pasta	0
save-time-and-money-on-100s-of-recipes:basil:0	main-course	save-time-and-money-on-100s-of-recipes	basil	0
save-time-and-money-on-100s-of-recipes:peas:0	main-course	save-time-and-money-on-100s-of-recipes	peas	0
save-time-and-money-on-100s-of-recipes:broccoli:0	main-course	save-time-and-money-on-100s-of-recipes	broccoli	0
save-time-and-money-on-100s-of-recipes:fresh_spinach:0	main-course	save-time-and-money-on-100s-of-recipes	fresh_spinach	0
save-time-and-money-on-100s-of-recipes:water:1	main-course	save-time-and-money-on-100s-of-recipes	water	1
save-time-and-money-on-100s-of-recipes:butter:1	main-course	save-time-and-money-on-100s-of-recipes	butter	1
save-time-and-money-on-100s-of-recipes:cheese:1	main-course	save-time-and-money-on-100s-of-recipes	cheese	1
save-time-and-money-on-100s-of-recipes:garlic:1	main-course	save-time-and-money-on-100s-of-recipes	garlic	1
save-time-and-money-on-100s-of-recipes:onions:1	main-course	save-time-and-money-on-100s-of-recipes	onions	1
save-time-and-money-on-100s-of-recipes:tomatoes:1	main-course	save-time-and-money-on-100s-of-recipes	tomatoes	1
save-time-and-money-on-100s-of-recipes:boiling_water:1	main-course	save-time-and-money-on-100s-of-recipes	boiling_water	1
save-time-and-money-on-100s-of-recipes:veggies:1	main-course	save-time-and-money-on-100s-of-recipes	veggies	1
save-time-and-money-on-100s-of-recipes:pasta:1	main-course	save-time-and-money-on-100s-of-recipes	pasta	1
save-time-and-money-on-100s-of-recipes:basil:1	main-course	save-time-and-money-on-100s-of-recipes	basil	1
save-time-and-money-on-100s-of-recipes:peas:1	main-course	save-time-and-money-on-100s-of-recipes	peas	1
save-time-and-money-on-100s-of-recipes:broccoli:1	main-course	save-time-and-money-on-100s-of-recipes	broccoli	1
save-time-and-money-on-100s-of-recipes:fresh_spinach:1	main-course	save-time-and-money-on-100s-of-recipes	fresh_spinach	1
save-time-and-money-on-100s-of-recipes:water:2	main-course	save-time-and-money-on-100s-of-recipes	water	2
save-time-and-money-on-100s-of-recipes:butter:2	main-course	save-time-and-money-on-100s-of-recipes	butter	2
save-time-and-money-on-100s-of-recipes:cheese:2	main-course	save-time-and-money-on-100s-of-recipes	cheese	2
save-time-and-money-on-100s-of-recipes:garlic:2	main-course	save-time-and-money-on-100s-of-recipes	garlic	2
save-time-and-money-on-100s-of-recipes:onions:2	main-course	save-time-and-money-on-100s-of-recipes	onions	2
save-time-and-money-on-100s-of-recipes:tomatoes:2	main-course	save-time-and-money-on-100s-of-recipes	tomatoes	2
save-time-and-money-on-100s-of-recipes:boiling_water:2	main-course	save-time-and-money-on-100s-of-recipes	boiling_water	2
save-time-and-money-on-100s-of-recipes:veggies:2	main-course	save-time-and-money-on-100s-of-recipes	veggies	2
save-time-and-money-on-100s-of-recipes:pasta:2	main-course	save-time-and-money-on-100s-of-recipes	pasta	2
save-time-and-money-on-100s-of-recipes:basil:2	main-course	save-time-and-money-on-100s-of-recipes	basil	2
save-time-and-money-on-100s-of-recipes:peas:2	main-course	save-time-and-money-on-100s-of-recipes	peas	2
save-time-and-money-on-100s-of-recipes:broccoli:2	main-course	save-time-and-money-on-100s-of-recipes	broccoli	2
save-time-and-money-on-100s-of-recipes:fresh_spinach:2	main-course	save-time-and-money-on-100s-of-recipes	fresh_spinach	2
save-time-and-money-on-100s-of-recipes:water:3	main-course	save-time-and-money-on-100s-of-recipes	water	3
save-time-and-money-on-100s-of-recipes:butter:3	main-course	save-time-and-money-on-100s-of-recipes	butter	3
save-time-and-money-on-100s-of-recipes:cheese:3	main-course	save-time-and-money-on-100s-of-recipes	cheese	3
save-time-and-money-on-100s-of-recipes:garlic:3	main-course	save-time-and-money-on-100s-of-recipes	garlic	3
save-time-and-money-on-100s-of-recipes:onions:3	main-course	save-time-and-money-on-100s-of-recipes	onions	3
save-time-and-money-on-100s-of-recipes:tomatoes:3	main-course	save-time-and-money-on-100s-of-recipes	tomatoes	3
save-time-and-money-on-100s-of-recipes:boiling_water:3	main-course	save-time-and-money-on-100s-of-recipes	boiling_water	3
save-time-and-money-on-100s-of-recipes:veggies:3	main-course	save-time-and-money-on-100s-of-recipes	veggies	3
save-time-and-money-on-100s-of-recipes:pasta:3	main-course	save-time-and-money-on-100s-of-recipes	pasta	3
save-time-and-money-on-100s-of-recipes:basil:3	main-course	save-time-and-money-on-100s-of-recipes	basil	3
save-time-and-money-on-100s-of-recipes:peas:3	main-course	save-time-and-money-on-100s-of-recipes	peas	3
save-time-and-money-on-100s-of-recipes:broccoli:3	main-course	save-time-and-money-on-100s-of-recipes	broccoli	3
